DevType,EdLevel,YearsCodePro,LanguageWorkedWith,ConvertedComp
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,61071.0
"Developer, mobile","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5,C#;Java,58017.0
Data or business analyst,Some college/university study without earning a degree,18,Bash/Shell/PowerShell;C++;Java;JavaScript;Python;SQL,71758.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",22,Bash/Shell/PowerShell;C;Python,80155.0
"Developer, mobile",I never completed any formal education,30,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;Scala;SQL,122142.0
DevOps specialist,Some college/university study without earning a degree,20,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL;Other(s):,79392.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",12,HTML/CSS;JavaScript;PHP;SQL;TypeScript,78629.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",8,C#;HTML/CSS;JavaScript;Ruby;Scala;SQL;WebAssembly,88553.0
"Developer, back-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;TypeScript,72522.0
"Developer, full-stack","Master’s degree (MA, MS, M.Eng., MBA, etc.)",5,Bash/Shell/PowerShell;C#;R,91606.0
Database administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",18,Bash/Shell/PowerShell;C#;HTML/CSS;PHP;SQL;TypeScript;VBA,44276.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",1,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Objective-C;SQL,48857.0
"Developer, full-stack",Some college/university study without earning a degree,7,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,57254.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",13,Bash/Shell/PowerShell;HTML/CSS;JavaScript;SQL,80155.0
System administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Clojure;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript;Other(s):,45803.0
"Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1,HTML/CSS;JavaScript;Ruby;TypeScript,26700.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL,72522.0
"Engineer, data","Bachelor’s degree (BA, BS, B.Eng., etc.)",6,Java;Python;Scala;SQL,103057.0
"Developer, QA or test","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Assembly;C;C++;Java;Python;SQL,55193.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",7,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript;VBA,53437.0
"Developer, front-end",,16,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript,7099.0
Designer,Associate degree,9,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,55727.0
Scientist,"Other doctoral degree (Ph.D, Ed.D., etc.)",21,Bash/Shell/PowerShell;Clojure;Go;Python;SQL,103057.0
"Developer, mobile","Bachelor’s degree (BA, BS, B.Eng., etc.)",13,Dart;Java;Kotlin;Python;TypeScript,110691.0
Educator,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,61071.0
"Developer, embedded applications or devices","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,C;Go;HTML/CSS;JavaScript;Python;Rust;TypeScript,61071.0
"Developer, front-end","Master’s degree (MA, MS, M.Eng., MBA, etc.)",21,HTML/CSS;Java;JavaScript;Ruby;SQL,171762.0
"Developer, back-end",,1,Java;PHP;Python;SQL,48857.0
"Developer, embedded applications or devices","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18,C;C++;C#;JavaScript;Python;Other(s):,68705.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",7,Scala;TypeScript,106874.0
"Engineer, site reliability","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Go;HTML/CSS;Python;TypeScript,51147.0
"Developer, full-stack","Master’s degree (MA, MS, M.Eng., MBA, etc.)",5,C++;Java,46757.0
"Developer, game or graphics","Bachelor’s degree (BA, BS, B.Eng., etc.)",8,C#;HTML/CSS;Objective-C;Python,61071.0
"Developer, back-end",Some college/university study without earning a degree,5,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,91606.0
Academic researcher,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9,Bash/Shell/PowerShell;C++;Elixir;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL,122142.0
"Developer, full-stack","Master’s degree (MA, MS, M.Eng., MBA, etc.)",27,C++;Go;Python,91606.0
Data or business analyst,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,Bash/Shell/PowerShell;C++;Python;SQL,68705.0
"Developer, embedded applications or devices",Some college/university study without earning a degree,35,Bash/Shell/PowerShell;C;Go;Other(s):,61071.0
"Developer, front-end",Some college/university study without earning a degree,3,C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,45803.0
Data or business analyst,Associate degree,10,C#;HTML/CSS;Java;JavaScript;Python;SQL,75575.0
"Developer, QA or test",Some college/university study without earning a degree,5,C#;HTML/CSS;JavaScript;SQL;TypeScript,54964.0
"Developer, QA or test","Master’s degree (MA, MS, M.Eng., MBA, etc.)",6,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python,73285.0
Data scientist or machine learning specialist,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,68705.0
"Developer, game or graphics",Associate degree,15,C;C++;C#;Python;SQL;Other(s):,64888.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",19,Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;JavaScript;Python;Ruby;SQL,167945.0
Designer,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;SQL;TypeScript,53437.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",6,HTML/CSS;JavaScript;TypeScript,91606.0
"Developer, desktop or enterprise applications","Other doctoral degree (Ph.D, Ed.D., etc.)",10,Python;Other(s):,64888.0
"Developer, back-end",Associate degree,2,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,76350.0
"Developer, front-end",Some college/university study without earning a degree,24,C#;JavaScript;PHP;Other(s):,73027.0
"Developer, front-end",I never completed any formal education,1,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Ruby;SQL,61071.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",7,Bash/Shell/PowerShell;HTML/CSS;Java;SQL;VBA,61071.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",27,C#;HTML/CSS;JavaScript;SQL,95423.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",30,C;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA,65651.0
DevOps specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL,49620.0
Database administrator,Some college/university study without earning a degree,21,Bash/Shell/PowerShell;C++;Elixir;Go;HTML/CSS;JavaScript;Kotlin;Python;SQL;TypeScript,137409.0
System administrator,Some college/university study without earning a degree,3,HTML/CSS;Java;SQL,68705.0
"Developer, mobile","Master’s degree (MA, MS, M.Eng., MBA, etc.)",4,C#;HTML/CSS;JavaScript,68705.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Java;SQL,107637.0
"Developer, QA or test","Bachelor’s degree (BA, BS, B.Eng., etc.)",22,Bash/Shell/PowerShell;C#;SQL,164128.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Ruby;SQL,64888.0
"Developer, full-stack",,4,HTML/CSS;JavaScript;PHP;SQL,49620.0
"Developer, back-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",22,C++;C#;Go;HTML/CSS;Rust;TypeScript,95423.0
Product manager,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",25,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL,73284.0
"Developer, mobile","Bachelor’s degree (BA, BS, B.Eng., etc.)",1,HTML/CSS;Java;JavaScript;PHP;SQL;Swift,71376.0
"Developer, back-end",Some college/university study without earning a degree,2,C++;HTML/CSS;Java;JavaScript;PHP;Ruby;SQL,61050.0
System administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",12,HTML/CSS;JavaScript;PHP;SQL;TypeScript,78629.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,HTML/CSS;Java;JavaScript;Swift;TypeScript,76339.0
Academic researcher,,8,Bash/Shell/PowerShell;Go;HTML/CSS;SQL,85499.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",13,Bash/Shell/PowerShell;C;Python;SQL,87789.0
Data scientist or machine learning specialist,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6,Bash/Shell/PowerShell;C;C++;C#;F#;Go;HTML/CSS;Java;JavaScript;Objective-C;Python;R;SQL;TypeScript;VBA,59162.0
DevOps specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",19,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;PHP;Python;Ruby,76339.0
Database administrator,Some college/university study without earning a degree,24,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Python;SQL,87789.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",12,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Ruby,115.0
Product manager,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30,C#;HTML/CSS;JavaScript;TypeScript,76339.0
DevOps specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4,C;C++;C#;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Ruby;SQL;TypeScript;VBA,53437.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",13,HTML/CSS;Java;JavaScript;Python;Rust;Scala;SQL;Swift,152677.0
"Engineer, data","Bachelor’s degree (BA, BS, B.Eng., etc.)",8,Python,83972.0
"Developer, back-end","Master’s degree (MA, MS, M.Eng., MBA, etc.)",18,Bash/Shell/PowerShell;C;C++;Java;Other(s):,89316.0
Scientist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;JavaScript;Python;SQL,70995.0
"Developer, back-end",Some college/university study without earning a degree,20,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL;Other(s):,79392.0
"Developer, desktop or enterprise applications",Associate degree,1,Bash/Shell/PowerShell;C#;Go;HTML/CSS;Java;JavaScript;SQL,45803.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",1,Bash/Shell/PowerShell;C#;JavaScript;Swift,76339.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,38169.0
Database administrator,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",25,Bash/Shell/PowerShell;C;C++;C#;Go;HTML/CSS;Java;JavaScript;Python;Scala;SQL;TypeScript,80155.0
"Engineer, site reliability","Bachelor’s degree (BA, BS, B.Eng., etc.)",37,Bash/Shell/PowerShell;Clojure;Dart;Elixir;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript;Other(s):,172.0
"Developer, back-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",22,Bash/Shell/PowerShell;JavaScript;PHP;SQL;TypeScript,122142.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Java;SQL,56490.0
Senior executive/VP,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",22,Bash/Shell/PowerShell;JavaScript;PHP;SQL;TypeScript,122142.0
DevOps specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",16,HTML/CSS;JavaScript;Kotlin;PHP;TypeScript,62598.0
System administrator,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",15,Assembly;C;C++;Python;Other(s):,76339.0
"Developer, back-end","Master’s degree (MA, MS, M.Eng., MBA, etc.)",25,C;C++;HTML/CSS;Java;Python,99240.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",20,C#;HTML/CSS;JavaScript;SQL;TypeScript,40459.0
Educator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33,Assembly;Bash/Shell/PowerShell;C;C#;HTML/CSS;JavaScript;PHP;SQL;VBA;Other(s):,84736.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,C++;C#;Go,61071.0
Data scientist or machine learning specialist,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5,Bash/Shell/PowerShell;HTML/CSS;Python;R;SQL,80155.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Ruby;SQL;TypeScript,68705.0
"Developer, full-stack",I never completed any formal education,13,HTML/CSS;JavaScript,80155.0
DevOps specialist,"Other doctoral degree (Ph.D, Ed.D., etc.)",19,Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;JavaScript,209931.0
"Developer, front-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1,HTML/CSS;JavaScript;Ruby;TypeScript,26700.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,69468.0
Database administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;PHP;SQL,68705.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Java;JavaScript,72522.0
"Engineer, data","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,61071.0
Designer,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;HTML/CSS;Python;Swift;TypeScript,45803.0
"Engineer, site reliability","Bachelor’s degree (BA, BS, B.Eng., etc.)",28,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Objective-C;Python;Scala;SQL,103057.0
"Developer, full-stack","Master’s degree (MA, MS, M.Eng., MBA, etc.)",5,C;C#;HTML/CSS;JavaScript;Python;SQL,64888.0
"Developer, embedded applications or devices",Associate degree,21,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;PHP;Python;SQL,91606.0
DevOps specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7,Kotlin,87789.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",21,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL,68705.0
Designer,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;SQL,41986.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",7,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL;TypeScript,48093.0
Engineering manager,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",21,Assembly;Bash/Shell/PowerShell;C;C++;C#;Clojure;Elixir;Erlang;Go;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;Scala;SQL;Swift;TypeScript,91606.0
"Developer, embedded applications or devices","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;Python;SQL,91606.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",33,C#;HTML/CSS;SQL,62598.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",19,C++;C#;JavaScript;SQL,57254.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",8,Bash/Shell/PowerShell;C#;SQL,67178.0
"Developer, front-end",Some college/university study without earning a degree,25,JavaScript,103057.0
"Engineer, data","Master’s degree (MA, MS, M.Eng., MBA, etc.)",4,Python;SQL,110691.0
Scientist,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4,C#;HTML/CSS;JavaScript,68705.0
Data or business analyst,"Bachelor’s degree (BA, BS, B.Eng., etc.)",17,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL,72522.0
System administrator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Java;SQL;Swift,100767.0
Data or business analyst,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4,JavaScript;Python;R;SQL,47330.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",10,C#;Dart;JavaScript;Objective-C;Python;Swift,83972.0
"Developer, front-end","Master’s degree (MA, MS, M.Eng., MBA, etc.)",1,Bash/Shell/PowerShell;HTML/CSS;JavaScript,44276.0
"Developer, embedded applications or devices","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;PHP;Python;VBA,45803.0
Data scientist or machine learning specialist,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",22,Bash/Shell/PowerShell;C#;Go;HTML/CSS;JavaScript;Python;SQL,80155.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Bash/Shell/PowerShell;Java,79392.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",27,C#;HTML/CSS;JavaScript;SQL,95423.0
"Developer, back-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",15,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL,95423.0
DevOps specialist,Some college/university study without earning a degree,7,Bash/Shell/PowerShell;C;C++;C#;Clojure;HTML/CSS;Java;JavaScript;Python;Scala;SQL;VBA,61071.0
"Developer, mobile",Associate degree,2,HTML/CSS;JavaScript,40917.0
Designer,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4,HTML/CSS;PHP;Python;Swift,55727.0
DevOps specialist,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,HTML/CSS;Java;JavaScript;Python,51147.0
Marketing or sales professional,"Bachelor’s degree (BA, BS, B.Eng., etc.)",18,Bash/Shell/PowerShell;C#;HTML/CSS;PHP;SQL;TypeScript;VBA,44276.0
"Developer, front-end",Some college/university study without earning a degree,18,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,61071.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,C#;HTML/CSS;JavaScript;Python,53437.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",7,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Python;Ruby;SQL,91600.0
Educator,"Bachelor’s degree (BA, BS, B.Eng., etc.)",15,HTML/CSS;JavaScript;R,68705.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,HTML/CSS;Python;Scala;TypeScript,78858.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",1,Bash/Shell/PowerShell;C#;Java;JavaScript;PHP;Python;Ruby;SQL;TypeScript,76339.0
System administrator,Associate degree,5,C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA,45803.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",6,Go;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,76339.0
Database administrator,Some college/university study without earning a degree,10,C#;SQL;VBA,64888.0
"Engineer, site reliability","Master’s degree (MA, MS, M.Eng., MBA, etc.)",12,Bash/Shell/PowerShell;C#;F#;Java;Kotlin;Scala;SQL;TypeScript,209931.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",12,Go;JavaScript;Rust;SQL;TypeScript,38169.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,53437.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",15,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,106874.0
"Developer, QA or test","Professional degree (JD, MD, etc.)",9,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,43513.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",11,Bash/Shell/PowerShell;C++;C#;HTML/CSS;Java;JavaScript;SQL,88247.0
"Developer, back-end","Master’s degree (MA, MS, M.Eng., MBA, etc.)",7,Bash/Shell/PowerShell;C;C++;C#;Python,78629.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,HTML/CSS;Java;JavaScript,54964.0
"Developer, QA or test","Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;Swift,53437.0
"Developer, back-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",8,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript,80155.0
"Developer, full-stack","Bachelor’s degree (BA, BS, B.Eng., etc.)",13,Elixir,51910.0
"Developer, front-end","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,61071.0
"Developer, desktop or enterprise applications","Bachelor’s degree (BA, BS, B.Eng., etc.)",4,C++;C#;HTML/CSS;JavaScript,83972.0
"Engineer, data","Bachelor’s degree (BA, BS, B.Eng., etc.)",11,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;JavaScript;Python;SQL,70995.0
DevOps specialist,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;Python;SQL,68705.0
